OBJECTID,Shape,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DIAGRAMLINK,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTLINK,REPORTNO,ROADCOND,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,WIDTH,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
53404,"""(47.68311118200006, -122.317489508)""",176930,176950,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\35187571.bmp,0, ,,0,Y,10/06/2014 07:00:00 AM +0000,10/6/2014 9:47,1,24431,At Intersection (intersection related),Daylight,ROOSEVELT WAY NE AND NE 75TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3591792.pdf,3591792,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,12626,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,522365,N,2014-334258
53439,"""(47.60926581100006, -122.29045197399995)""",176933,176953,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.bmp,0, ,,0,,10/04/2014 07:00:00 AM +0000,10/4/2014 12:30,0,30304,At Intersection (intersection related),Daylight,33RD AVE AND E COLUMBIA ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3642708.pdf,3642708,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,5105,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,14-332183
53446,"""(47.61538794900008, -122.33702606099996)""",174422,174442,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22542900.bmp,161, ,,0,Y,08/26/2014 07:00:00 AM +0000,8/26/2014 12:10,1,,Mid-Block (but intersection related),Daylight,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3584908.pdf,3584908,Dry,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,13317,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,14311,0,N,14-284518
53491,"""(47.620355765000056, -122.35674263399994)""",174911,174931,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,213, ,,0,Y,08/22/2014 07:00:00 AM +0000,8/22/2014 9:46,1,,Driveway Junction,Daylight,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3705085.pdf,3705085,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,12295,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12314,0,N,14-279388
53515,"""(47.583402041000056, -122.30200503499998)""",175385,175405,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77184400.bmp,105, ,,0,,07/31/2014 07:00:00 AM +0000,7/31/2014 11:40,1,,Driveway Junction,Daylight,RAINIER AVE S BETWEEN S WALKER ST AND S COLLEGE N ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3705363.pdf,3705363,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,12360,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,14-252613
53532,"""(47.60878749200003, -122.33844845799996)""",176753,176773,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\42184400.bmp,213, ,,0,,10/06/2014 07:00:00 AM +0000,10/6/2014 7:30,1,,Driveway Junction,Daylight,2ND AVE BETWEEN UNION ST AND PIKE ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3584148.pdf,3584148,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,2757,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,42160,0,N,14-334146
53543,"""(47.58209667400007, -122.38651233599995)""",176530,176550,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11561900.bmp,328.5, ,,0,Y,09/23/2014 07:00:00 AM +0000,9/23/2014 22:14,1,,Mid-Block (not related to intersection),Dark - Street Lights On,CALIFORNIA AVE SW BETWEEN SW COLLEGE ST AND SW ADMIRAL WAY,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3386346.pdf,3386346,Wet,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,9539,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,32696,0,N,2014-319178
53582,"""(47.651637513000026, -122.36446199)""",173995,174015,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44518600.bmp,0, ,,0,,08/14/2014 07:00:00 AM +0000,8/14/2014 16:00,1,26684,At Intersection (intersection related),Daylight,6TH AVE W AND W NICKERSON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3696355.pdf,3696355,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,8049,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12512,0,N,14-269621
53583,"""(47.69756885600003, -122.30546672499997)""",173993,174013,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77185371.bmp,0, ,,0,,08/14/2014 07:00:00 AM +0000,8/14/2014 19:53,1,37733,At Intersection (intersection related),Daylight,LAKE CITY WAY NE AND NE 95TH ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3696004.pdf,3696004,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,11159,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,524607,N,2014-269897
53602,"""(47.62200681600007, -122.29835907999995)""",175397,175417,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00640000.bmp,0, ,,0,,09/15/2014 07:00:00 AM +0000,9/15/2014 10:00,2,29256,At Intersection (intersection related),Daylight,26TH AVE E AND E MADISON ST,1,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3606317.pdf,3606317,Dry,64,PEDALCYCLIST STRUCK PEDESTRIAN,,3843,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy,0,34580,0,N,14-308711
53610,"""(47.604360385000064, -122.31678113299995)""",174918,174938,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17185500.bmp,0, ,,0,,09/04/2014 07:00:00 AM +0000,9/4/2014 11:30,1,29826,At Intersection (intersection related),Daylight,12TH AVE AND E ALDER ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593962.pdf,3593962,Unknown,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,1526,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown,0,10590,0,N,14-300247
53687,"""(47.600014558000055, -122.31722977699997)""",175644,175664,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,0, ,,0,,09/22/2014 07:00:00 AM +0000,9/22/2014 17:17,0,30423,At Intersection (intersection related),Daylight,12TH AVE S AND S MAIN ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3585591.pdf,3585591,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,1653,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,34821,0,N,2014-317898
53699,"""(47.65538287600003, -122.34243924099997)""",174451,174471,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,0, ,,0,,08/26/2014 07:00:00 AM +0000,8/26/2014 17:15,0,26848,At Intersection (intersection related),Daylight,STONE WAY N AND N 40TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3700492.pdf,3700492,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,12961,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6322,0,N,14-284910
53720,"""(47.56159252400005, -122.266947115)""",176960,176980,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88218800.bmp,0, ,,0,,10/04/2014 07:00:00 AM +0000,10/4/2014 16:50,0,35575,At Intersection (intersection related),Daylight,53RD AVE S AND LAKE WASHINGTON BLVD S,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3693751.pdf,3693751,Dry,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,7623,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,38134,0,N,14-332408
53729,"""(47.55983480500004, -122.30311153799994)""",176958,176978,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22516500.bmp,0, ,,0,,10/06/2014 07:00:00 AM +0000,10/6/2014 16:41,1,33303,At Intersection (intersection related),Daylight,24TH AVE S AND S COLUMBIAN WAY,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3693637.pdf,3693637,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,3645,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,8636,0,N,2014-334735
53751,"""(47.55987646800003, -122.30445987299998)""",175177,175197,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\81188800.bmp,88.5, ,,0,,09/11/2014 07:00:00 AM +0000,9/11/2014 13:29,1,,Mid-Block (but intersection related),Daylight,BEACON ER AVE S BETWEEN S ANGELINE ST AND S COLUMBIAN WAY,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3587368.pdf,3587368,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,166925,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,15929,0,N,2014-304048
53768,"""(47.64171803000005, -122.30205864599998)""",175402,175422,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17185500.bmp,0, ,,0,Y,09/14/2014 07:00:00 AM +0000,9/14/2014 11:49,1,28403,At Intersection (intersection related),Daylight,24TH AVE E AND E MILLER ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3672984.pdf,3672984,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,3556,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,22289,0,N,14-307663
53832,"""(47.661127168000064, -122.36616500699995)""",176984,177004,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00180000.bmp,121.5,NEI,"Not Enough Information, or Insufficient Location Information",0,Y,10/01/2014 07:00:00 AM +0000,10/1/2014 8:20,1,,Mid-Block (not related to intersection),Daylight,8TH AVE NW BETWEEN NW 44TH ST AND NW 45TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3586245.pdf,3586245,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,8373,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,2291,0,N,2014-328044
53847,"""(47.51919636100007, -122.35664862599998)""",176787,176807,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78185500.bmp,39.5, ,,0,Y,10/04/2014 07:00:00 AM +0000,10/4/2014 10:22,0,,Mid-Block (but intersection related),Daylight,SW CAMBRIDGE ST BETWEEN 17TH AVE SW AND DELRIDGE WAY SW,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2896188.pdf,2896188,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,21922,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,14-332061
53868,"""(47.65751422500006, -122.31780212899997)""",174481,174501,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,0, ,,0,,08/28/2014 07:00:00 AM +0000,8/28/2014 7:08,1,27093,At Intersection (intersection related),Daylight,ROOSEVELT WAY NE AND NE 42ND S ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3695915.pdf,3695915,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,12595,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,8985,0,N,14-286795
53874,"""(47.61991720000003, -122.31953929199994)""",174479,174499,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\32187700.bmp,0, ,,0,,08/28/2014 07:00:00 AM +0000,8/28/2014 9:50,0,29053,At Intersection (intersection related),Daylight,10TH AVE E AND E JOHN ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3606316.pdf,3606316,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,1198,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Overcast,0,35215,0,N,14-286959
53877,"""(47.64924012200004, -122.34741874299999)""",175409,175429,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44514500.bmp,0, ,,0,,09/16/2014 07:00:00 AM +0000,9/16/2014 8:48,1,27043,At Intersection (intersection related),Daylight,TROLL AVE N AND N 34TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3695809.pdf,3695809,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,9002,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,8816,0,N,14-309955
53882,"""(47.71928489100003, -122.29631399599998)""",174803,174823,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53181371.bmp,0, ,,0,,09/03/2014 07:00:00 AM +0000,9/3/2014 15:01,1,36602,At Intersection (intersection related),Daylight,30TH AVE NE AND NE 125TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3702917.pdf,3702917,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,4633,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,524529,N,2014-294307
53944,,177399,177419,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34181100.bmp,641.5, ,,0,Y,10/13/2014 07:00:00 AM +0000,10/13/2014 14:55,1,,Driveway Junction,Daylight,4TH AVE S BETWEEN COSTCO DR AND 4TH AV S VI,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3642830.pdf,3642830,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,163834,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,2014-342903
53986,"""(47.71936523200003, -122.30727176399995)""",174043,174063,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33513500.bmp,0, ,,0,Y,08/19/2014 07:00:00 AM +0000,8/19/2014 19:28,1,36693,At Intersection (intersection related),Daylight,20TH AVE NE AND NE 125TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3696007.pdf,3696007,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,3003,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,7908,0,N,14-276286
54048,"""(47.61167201000006, -122.33648396599995)""",176151,176171,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44186600.bmp,0, ,,0,,09/27/2014 07:00:00 AM +0000,9/27/2014 14:05,1,29577,At Intersection (intersection related),Daylight,5TH AVE AND PINE ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3584116.pdf,3584116,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,7239,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,21832,0,N,2014-323622
54066,"""(47.68680276500004, -122.38759276999997)""",177038,177058,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75183571.bmp,0, ,,0,,10/10/2014 07:00:00 AM +0000,10/10/2014 20:06,2,23872,At Intersection (intersection related),Dark - Street Lights On,24TH AVE NW AND NW 80TH ST,0,2,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3577045.pdf,3577045,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,3606,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,520932,N,14-339772
54109,"""(47.69244889600003, -122.360662247)""",174299,174319,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11511200.bmp,0, ,,0,,08/25/2014 07:00:00 AM +0000,8/25/2014 13:34,1,37172,At Intersection (intersection related),Daylight,3RD AVE NW AND NW 87TH N ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3466837.pdf,3466837,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,4480,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,28425,0,N,14-283379
54128,"""(47.67871258200006, -122.32652875699995)""",174967,174987,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34183300.bmp,95.5, ,,0,Y,09/01/2014 07:00:00 AM +0000,9/1/2014 14:20,1,,Mid-Block (not related to intersection),,EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3582642.pdf,3582642,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,14083,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,7410,0,N,14-291852
54144,"""(47.60729905800008, -122.33708679799997)""",174537,174557,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43184400.bmp,0, ,,1,,08/29/2014 07:00:00 AM +0000,8/29/2014 8:46,0,29603,At Intersection (intersection related),Daylight,2ND AVE AND UNIVERSITY ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3588758.pdf,3588758,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,2756,0,3,Fatality Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12162,0,N,14-288179
54166,"""(47.672184092000066, -122.33762007199999)""",175852,175872,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00180000.bmp,0, ,,0,,09/23/2014 07:00:00 AM +0000,9/23/2014 17:46,1,25482,At Intersection (intersection related),Daylight,KENWOOD PL N AND EAST GREEN LAKE WAY N,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3703270.pdf,3703270,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,14074,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,0,524207,N,14-318948
54190,"""(47.650009011000066, -122.34979103399996)""",175222,175242,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12511900.bmp,154, ,,0,Y,08/14/2014 07:00:00 AM +0000,8/14/2014 18:31,1,,Mid-Block (not related to intersection),Daylight,FREMONT AVE N BETWEEN N 34TH ST AND FREMONT PL N,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3702914.pdf,3702914,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,10485,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,8236,0,N,2014-269809
54192,"""(47.566178050000076, -122.29094097899997)""",174057,174077,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55183170.bmp,0, ,,0,,08/08/2014 07:00:00 AM +0000,8/8/2014 15:14,1,32694,At Intersection (intersection related),Daylight,34TH AVE S AND S DAKOTA ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3699292.pdf,3699292,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,5274,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,2014-262161
54224,"""(47.61630150600007, -122.34749461599995)""",176583,176603,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33213900.bmp,153, ,,0,,08/03/2014 07:00:00 AM +0000,8/3/2014 11:31,1,,Mid-Block (not related to intersection),Daylight,3RD AVE BETWEEN WALL ST AND VINE ST,0,1,,0,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\E346362.pdf,E346362,Dry,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,4392,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,35635,0,N,140256825
54240,"""(47.61857115500004, -122.34762113899995)""",177253,177273,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.bmp,0, ,,0,Y,10/09/2014 07:00:00 AM +0000,10/9/2014 20:06,1,29653,At Intersection (intersection related),Dark - Street Lights On,5TH AVE AND DENNY WAY,0,1,,5,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3696242.pdf,3696242,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,7250,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,41816,0,N,14-338522
54262,"""(47.61935121000005, -122.31691908399995)""",174824,174844,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\16185500.bmp,213, ,,0,Y,08/20/2014 07:00:00 AM +0000,8/20/2014 7:15,1,,Mid-Block (not related to intersection),Daylight,12TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3672243.pdf,3672243,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,1550,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,10874,0,N,14-276763
54286,"""(47.65652344700004, -122.31325415999999)""",176204,176224,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,113, ,,0,,09/03/2014 07:00:00 AM +0000,9/3/2014 17:30,1,,Mid-Block (not related to intersection),Daylight,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3706342.pdf,3706342,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,13218,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,5673,0,N,14-294485
54302,"""(47.61805889200008, -122.34253044599996)""",175883,175903,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33585500.bmp,40.5, ,,0,,09/17/2014 07:00:00 AM +0000,9/17/2014 7:40,2,,Mid-Block (not related to intersection),,7TH AVE BETWEEN DEXTER AVE AND BATTERY ST,0,2,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3705095.pdf,3705095,,58,PEDALCYCLIST STRUCK PEDALCYCLIST FRONT END AT ANGLE,,166563,0,2,Injury Collision,,45,Bicycle,Matched,N,0,,0,13733,0,N,2014-311317
54321,"""(47.621418160000076, -122.33427101199999)""",176363,176383,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56515900.bmp,211.5, ,,0,Y,10/01/2014 07:00:00 AM +0000,10/1/2014 16:30,1,,Mid-Block (not related to intersection),Daylight,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3591031.pdf,3591031,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,10347,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,25099,0,N,14-328867
